page_route,page_purpose,block,control_label,control_type,what_it_does,component_package,shared_or_unique,binding_shell,viewmodel_or_hook,data_source,read_or_write,operation_name,ui_states_present,auth_required,status,notes,max_length,required,default_value,destination_page
/studio/create/room-template,Build a Story (room template) draft.,Story Identity section,Player Character,select,CrestfallSelect bound to form.player_character_mode from constants.playerCharacterOptions.,components/studio/create/room-template/room-template-builder/RoomTemplateBuilder.view.jsx,shared,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,fixture,write,,none,no,working,,none,no,OPTIONAL,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Story Identity section,Content Rating,select,CrestfallSelect bound to form.content_rating from constants.contentRatingOptions.,components/studio/create/room-template/room-template-builder/RoomTemplateBuilder.view.jsx,shared,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,fixture,write,,none,no,working,,none,no,SFW,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Story Package section,Add Character,button,"Opens the shared RoomTemplatePickerModal in 'characters' mode, listing owned CHARACTER creations to toggle into selectedCharacters.",components/studio/room-templates/selected-characters-panel/SelectedCharactersPanel.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel + useRoomTemplateReferenceData,fe_api_route,read,roomTemplateClient.fetchRoomTemplateCreationReferences -> creationClient.fetchOwnedCreations GET /api/creations,"loading (referenceStatus, not surfaced in this view), error (referenceLoadError text below panel)",yes,working,Single reference load feeds character/scenario/narrator/location option lists (PLAYER_CHARACTER filtered out).,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Story Package section,Remove (per selected character chip),button,Removes a character from selectedCharacters by id.,components/studio/room-templates/selected-characters-panel/SelectedCharactersPanel.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,empty ('No characters selected.'),no,working,,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Story Package section,Apply All / Skip (Scenario Recommendations banner),button,Apply All merges the selected scenario's recommended characters/location/narrator/NPC registries into the form and dismisses the banner; Skip just dismisses it for this scenario.,components/studio/room-templates/scenario-recommendations-panel/ScenarioRecommendationsPanel.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel (getScenarioRecommendationData),local_state,write,,"none (panel only shows when a scenario is selected and has recommendations, and is not yet dismissed)",no,working,"Recommendation source data is derived client-side from the already-loaded referenceOptions plus the selected scenario, not a separate fetch.",none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Story Package section,"Apply / Use (per-recommendation-group buttons: Required Characters, Optional Characters, Suggested Location, Suggested Narrator, Suggested NPC Registries)",button,Applies one specific scenario recommendation group into the form/selectedCharacters without dismissing the whole banner.,components/studio/room-templates/scenario-recommendations-panel/ScenarioRecommendationsPanel.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,none,no,working,,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Story Package section,Scenario / Narrator / Location selection cards,modal-trigger,"Each opens RoomTemplatePickerModal filtered to SCENARIO, NARRATOR, or LOCATION options; selecting sets form.scenario_id/narrator_id/location_id (single-select, closes picker).",components/studio/room-templates/selection-card/SelectionCard.view.jsx,shared,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel + useRoomTemplatePickerViewModel,fe_api_route,both,creationClient.fetchOwnedCreations GET /api/creations (same load as character options),none surfaced per-card,yes,working,Selecting a new scenario also resets scenario_recommendations_dismissed_for so recommendations re-show.,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Multiplayer section,Turn-Based Story toggle tile,toggle,Toggles form.turn_based; effectiveTurnBased is forced true whenever invitedPlayers.length > 0 regardless of this toggle.,components/studio/create/room-template/room-template-builder/RoomTemplateBuilder.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,none,no,working,,none,no,false,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Multiplayer section,Add Player,modal-trigger,"Sets picker state to 'players', intending to open a mutual-followers picker so an invitee can be toggled into invitedPlayers.",components/studio/room-templates/invited-players-panel/InvitedPlayersPanel.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel + useRoomTemplatePickerViewModel,fe_api_route,read,roomTemplateClient.fetchMutualPlayers GET /api/profile/mutuals,error (mutualLoadError text on panel); loading not surfaced,yes,broken,"useRoomTemplatePickerViewModel's PICKER_CONFIGS map has no 'players' entry, so opening this picker silently falls back to the empty 'reference' config: items is always [], and onToggleCharacter/onSelectScenario/etc are called instead of the passed onTogglePlayer, which is never wired into chooseItem. The modal opens showing 'No references found' and mutual followers can never actually be selected, even though /api/profile/mutuals is fetched successfully on page load.",none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Multiplayer section,Remove (per invited player chip),button,Removes a player from invitedPlayers by id.,components/studio/room-templates/invited-players-panel/InvitedPlayersPanel.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,empty ('No multiplayer invitees selected.'),no,working,"Works once a player somehow lands in invitedPlayers, but nothing can add one given the broken picker above.",none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,picker modal (shared: characters/scenario/narrator/location/players),Creation/player card grid,display,"Grid of selectable items rendered by CreationPickerPanel inside RoomTemplatePickerModalView; search input filters, clicking an item calls the picker's onChooseItem.",components/studio/room-templates/room-template-picker/RoomTemplatePickerModal.view.jsx via components/studio/creations/pickers/CreationPickerPanel,shared,RoomTemplateBuilderShell,useRoomTemplatePickerViewModel,local_state,both,,empty message per picker config,no,working,For characters/scenario/narrator/location this reflects data already fetched from /api/creations; for the 'players' picker it is broken (see Add Player finding).,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Opening section,Public Opening Context,textarea,Textarea bound to form.public_opening_context.,components/studio/create/room-template/room-template-builder/RoomTemplateBuilder.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,none,no,working,,none,no,,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Opening section,Opening Message card (Speaker select + Message textarea + Remove),display,"One card per openingMessages entry; Speaker select offers Narrator/selected-character names/Player Prompt, Message is free text, Remove deletes the message (disabled when it is the only one).",components/studio/room-templates/opening-message-card/OpeningMessageCard.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,none,no,working,"Speaker options are derived from selectedCharacters, so they only appear after Add Character is used.",none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Opening section,Add Opening Message,button,"Appends a new opening message entry (Narrator speaker, empty body) to openingMessages.",components/studio/create/room-template/room-template-builder/RoomTemplateBuilder.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,none,no,working,,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Display Media section,Slot 1-4 selector buttons,button,Sets local displayMediaSlot index (0-3) used only to label the preview panel.,components/studio/create/room-template/room-template-builder/RoomTemplateBuilder.view.jsx,unique,RoomTemplateBuilderShell,useRoomTemplateBuilderViewModel,local_state,write,,none,no,working,Included in the save payload as displayMediaSlot but there is no actual image assigned to any slot.,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Display Media section,Choose From Media Library Soon,button,Permanently disabled button; no handler.,components/studio/create/room-template/room-template-builder/RoomTemplateBuilder.view.jsx,unique,RoomTemplateBuilderShell,,none,none,,none,no,stubbed,Explicit disabled coming-soon placeholder; page copy says media library selection ships later.,none,none,none,Create > Studio
/studio/create/room-template,Build a Story (room template) draft.,Private Runtime section - Rules Codex Attachments,Attach Rules Codex,modal-trigger,Opens RegistryLinkedCreationPickerModal filtered to RULES_CODEX creations; selecting attaches a rulesCodexLinks entry to the Story.,components/studio/create/room-template/story-rules-codex-attachments-section/StoryRulesCodexAttachmentsSection.view.jsx,shared,RoomTemplateBuilderShell (via StoryRulesCodexAttachmentsSection),useStoryRulesCodexAttachmentsSectionViewModel + useRegistryLinkedCreationPickerViewModel,fe_api_route,read,creationClient.fetchOwnedCreations GET /api/creations?type=RULES_CODEX,"loading, error, empty (all handled in useRegistryLinkedCreationPickerViewModel)",yes,working,StoryRulesCodexAttachmentsSection is also reused as a nested block inside RoomTemplateBuilderShell's runtimeAttachmentsContent slot.,none,none,none,Create > Studio
