target,file,section_path,control_label,control_type,default_value,required,validation,saves_via,handler_name,data_source,visible_when,notes
A,components/studio/create/character/IdentityStep.jsx,Studio > Create > Character > Creator Shell > Identity,Name,text,""""" (form.js initialForm.name)",no,NONE visible in this file,"updateField(""name"", value) which setForm merges into local wizard form state in useCharacterCreatorViewModel.js; persisted only when Save Draft/Finish Draft later calls saveDraft -> createCharacterDraft","inline onChange calling updateField(""name"", event target value) via TextField's onChange prop",local React state (setForm) in useCharacterCreatorViewModel.js; eventual persistence via createCharacterDraft (lib/client/studio/characters/characterClient),ALWAYS,"TextField is defined in CharacterCreatorUtils.jsx, inside this unit."
A,components/studio/create/character/IdentityStep.jsx,Studio > Create > Character > Creator Shell > Identity,Role Archetype,modal-trigger,""""" (form.js initialForm.short_concept)",no,"NONE visible; options constrained to roleArchetypeOptions enum via CrestfallOptionModal (component outside unit, not traced further)","updateField(""short_concept"", value) into local form state, persisted on saveDraft","inline onChange calling updateField(""short_concept"", value)","options from roleArchetypeOptions in constants/constants.js, grouped by Fantasy/Modern/Sci-Fi; local state via setForm; persistence via createCharacterDraft",ALWAYS,"CrestfallOptionModal renders as a titled option-picker modal (title=""Select Role Archetype""); its internal list/search controls live outside this unit."
A,components/studio/create/character/IdentityStep.jsx,Studio > Create > Character > Creator Shell > Identity,Species,select,""""" (form.js initialForm.species)",no,NONE,"updateField(""species"", value) into local form state, persisted on saveDraft","inline onChange calling updateField(""species"", value)",options from speciesOptions in constants/constants.js; local state via setForm; persistence via createCharacterDraft,ALWAYS,CrestfallSelect component itself is outside this unit's file list; only the wiring in IdentityStep.jsx was traced.
A,components/studio/create/character/IdentityStep.jsx,Studio > Create > Character > Creator Shell > Identity,Title,text,""""" (form.js initialForm.title)",no,NONE,"updateField(""title"", value) into local form state, persisted on saveDraft","inline onChange calling updateField(""title"", value)",local React state (setForm); persistence via createCharacterDraft,ALWAYS,NONE
A,components/studio/create/character/IdentityStep.jsx,Studio > Create > Character > Creator Shell > Identity,Use Template,button,NONE,no,NONE,NOTHING CONSUMES IT directly; it only opens the Character Template modal by calling onOpenTemplates (which sets templateModalOpen=true in the Shell/ViewModel). Actual field writes happen later when a template is applied inside CharacterTemplateModal.,"onClick={onOpenTemplates}, where onOpenTemplates = () => setTemplateModalOpen(true) defined in CharacterCreator.jsx",local React state (templateModalOpen) in useCharacterCreatorViewModel.js,ALWAYS,"Opens CharacterTemplateModal, see the CharacterCreator.jsx row for the apply wiring."
A,components/studio/create/character/default-clothing-selector/DefaultClothingSelector.view.jsx,Studio > Create > Character > Default Clothing Selector,"Clear (aria-label ""Clear default clothing"")",button,NONE,no,NONE,"Directly persists: onClearDefaultClothing calls clearDefaultClothing in useDefaultClothingSelectorViewModel.js, which builds clearFields (default_clothing_mode: NONE, clothing_style: '', plus all fields from getDefaultClothingInitialFields()) and calls updateField(field, value) for each entry.","onClick={() => onClearDefaultClothing?.()} in the View, wired to onClearDefaultClothing: clearDefaultClothing in useDefaultClothingSelectorViewModel.js","updateField(field, value) callback prop, supplied by the parent character form owner (AppearanceStep.jsx or PlayerCharacterCreator.jsx); not defined inside this unit","Only rendered when selectedClothing is truthy, i.e. default_clothing_mode is OUTFIT or WARDROBE (view.jsx ternary at line 20)",This is the only control gated by a visibility condition in this unit; the two picker buttons always render regardless of mode.
A,components/studio/create/character/default-clothing-selector/DefaultClothingSelector.view.jsx,Studio > Create > Character > Default Clothing Selector,Select Outfit / Change Outfit (outfitActionLabel),modal-trigger (button),"Label text ""Select Outfit"" when no outfit is the active mode; ViewModel supplies ""Change Outfit"" when default_clothing_mode is OUTFIT. Fixtures confirm both variants.",no,NONE,"Click only opens the OutfitPickerModal (sets activePicker to OUTFIT in the ViewModel); it does not itself persist anything. The modal's own onSelect prop is wired to applySelection in useDefaultClothingSelectorViewModel.js, which calls updateField(field, value) for every key in normalizeDefaultOutfitSelection(outfit) (default_clothing_mode, clothing_style, default_outfit_id/title/description/image_url/content_rating, and clears the wardrobe_* fields), then closes the picker. The real persistence call is the updateField prop supplied to the DefaultClothingSelector shell by its parent (not defined inside this unit).","onClick={() => onOpenOutfitPicker?.()} in the View, wired to onOpenOutfitPicker: () => setActivePicker(""OUTFIT"") in useDefaultClothingSelectorViewModel.js; downstream commit handler is applySelection","OutfitPickerModal (components/studio/create/wardrobe/OutfitPickerModal.jsx), outside this unit's file boundary, supplies the chosen creation; final write-through is the updateField(field, value) callback passed into useDefaultClothingSelectorViewModel by the parent caller (AppearanceStep.jsx or PlayerCharacterCreator.jsx per README Live Callers)",ALWAYS (button always renders; only its label text and resulting picker config change with mode),Counts as one control per instructions even though it triggers a second surface (OutfitPickerModal) outside this unit. That modal is not itself enumerated here since its file is not part of this unit's manifest.
A,components/studio/create/character/default-clothing-selector/DefaultClothingSelector.view.jsx,Studio > Create > Character > Default Clothing Selector,Select Wardrobe / Change Wardrobe (wardrobeActionLabel),modal-trigger (button),"Label text ""Select Wardrobe"" when no wardrobe is the active mode; ViewModel supplies ""Change Wardrobe"" when default_clothing_mode is WARDROBE.",no,NONE,"Click only opens OutfitPickerModal configured for WARDROBE (sets activePicker to WARDROBE). On selection, the modal's onSelect calls applySelection, which calls updateField(field, value) for every key in normalizeDefaultWardrobeSelection(wardrobe) (default_clothing_mode, clothing_style, default_wardrobe_id/title/description/image_url/content_rating, and clears the outfit_* fields). Real persistence is the updateField prop from the parent.","onClick={() => onOpenWardrobePicker?.()} in the View, wired to onOpenWardrobePicker: () => setActivePicker(""WARDROBE"") in useDefaultClothingSelectorViewModel.js; downstream commit handler is applySelection","OutfitPickerModal (components/studio/create/wardrobe/OutfitPickerModal.jsx), configured with creationType WARDROBE, outside this unit's boundary; final write-through is the updateField(field, value) callback from the parent caller",ALWAYS,"Same OutfitPickerModal component is reused for both Outfit and Wardrobe pickers, distinguished by creationType and normalizeSelection passed in pickerProps."
A,components/studio/create/character/eye-color/EyeColorModal.view.jsx,Studio > Create > Character > Eye Color,Eye Color (trigger),modal-trigger,"NONE (button shows triggerSummary, which defaults to Not chosen)",no,NONE,"NOTHING CONSUMES IT. This button only opens the modal, it does not persist any value itself.","onOpen prop, wired to openModal in useEyeColorModalViewModel.js, invoked via onClick equals arrow function calling onOpen","form.eye_color read via useEyeColorModalViewModel, form prop passed into EyeColorModal.jsx from parent, no write occurs on open",ALWAYS,"Rendered outside the modal overlay. Opening sets customActive based on whether current form.eye_color is a custom value, then sets open true. Trigger label text is hardcoded Eye Color in the ViewModel."
A,components/studio/create/character/eye-color/EyeColorModal.view.jsx,Studio > Create > Character > Eye Color > Select Eye Color modal,"Close (X icon button, top right of modal)",button,NONE,no,NONE,"NOTHING CONSUMES IT. Only closes the modal, sets local open state to false. Does not write to form.eye_color.","onClose prop, wired to closeModal in useEyeColorModalViewModel.js, invoked via onClick equals arrow function calling onClose","none, purely local open state (useState in useEyeColorModalViewModel.js)","open is true, this button only renders inside the modal overlay which itself renders only when open is true","aria-label is Close. Any selection or custom text entered before closing was already saved by its own handler, so this control performs no persistence of its own."
A,components/studio/create/character/eye-color/EyeColorModal.view.jsx,Studio > Create > Character > Eye Color > Select Eye Color modal,Done,button,NONE,no,NONE,"NOTHING CONSUMES IT beyond what was already saved by prior swatch or text input handlers. This button only closes the modal, setOpen(false) via closeModal in useEyeColorModalViewModel.js, it performs no updateField call of its own.","onClose prop, wired to closeModal in useEyeColorModalViewModel.js, invoked via onClick equals arrow function calling onClose","none, purely local open state (useState in useEyeColorModalViewModel.js)","open is true, this button is the final action row inside the modal overlay","Functionally identical handler to the X close button, both call the same closeModal function. Present as a confirm-style affordance but does not itself persist data."
